year,parent_entity,parent_type,commodity,production_value_ft,production_unit,total_emissions_MtCO2e,production_value
2018,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,57.01180598,Million tonnes/yr,115.1119926,57.01180598
2018,Singareni Collieries,State-owned Entity,Bituminous Coal,1.854912086,Million tonnes/yr,5.034489283,1.854912086
2018,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.798009243,Million tonnes/yr,2.367387847,0.798009243
2019,Singareni Collieries,State-owned Entity,Lignite Coal,4.707331642,Million tonnes/yr,6.304106159,4.707331642
2019,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,56.67540091,Million tonnes/yr,114.4327604,56.67540091
2019,Singareni Collieries,State-owned Entity,Bituminous Coal,1.843966952,Million tonnes/yr,5.004782668,1.843966952
2019,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.793300492,Million tonnes/yr,2.353418786,0.793300492
2020,Singareni Collieries,State-owned Entity,Lignite Coal,3.719100819,Million tonnes/yr,4.980657443,3.719100819
2020,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,44.77728488,Million tonnes/yr,90.40938799,44.77728488
2020,Singareni Collieries,State-owned Entity,Bituminous Coal,1.456854865,Million tonnes/yr,3.954106645,1.456854865
2020,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.626759433,Million tonnes/yr,1.859355236,0.626759433
2021,Singareni Collieries,State-owned Entity,Lignite Coal,4.780860721,Million tonnes/yr,6.402577045,4.780860721
2021,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,57.5606774,Million tonnes/yr,116.2202137,57.5606774
2021,Singareni Collieries,State-owned Entity,Bituminous Coal,1.872769935,Million tonnes/yr,5.082957968,1.872769935
2021,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.80569194,Million tonnes/yr,2.390179467,0.80569194
2022,Singareni Collieries,State-owned Entity,Lignite Coal,4.936742369,Million tonnes/yr,6.611335325,4.936742369
2022,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,59.43746356,Million tonnes/yr,120.0096147,59.43746356
2022,Singareni Collieries,State-owned Entity,Bituminous Coal,1.933832258,Million tonnes/yr,5.248689602,1.933832258
2022,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.831961809,Million tonnes/yr,2.468112109,0.831961809
1998,Sinopec,State-owned Entity,Oil & NGL,115.896,Million bbl/yr,46.21676314,115.896
1998,Sinopec,State-owned Entity,Natural Gas,37.728,Bcf/yr,2.750008648,11.3184
1999,Sinopec,State-owned Entity,Oil & NGL,241.45,Million bbl/yr,96.2849232,241.45
1999,Sinopec,State-owned Entity,Natural Gas,78.6,Bcf/yr,5.729184682,23.58
2000,Sinopec,State-owned Entity,Oil & NGL,247.35,Million bbl/yr,98.63771279,247.35
2000,Sinopec,State-owned Entity,Natural Gas,80.3,Bcf/yr,5.853098346,24.09
2001,Sinopec,State-owned Entity,Oil & NGL,269.16,Million bbl/yr,107.3350587,269.16
2001,Sinopec,State-owned Entity,Natural Gas,162.8,Bcf/yr,11.86655555,48.84
2002,Sinopec,State-owned Entity,Oil & NGL,269.8,Million bbl/yr,107.5902766,269.8
2002,Sinopec,State-owned Entity,Natural Gas,178.8,Bcf/yr,13.0328018,53.64
2003,Sinopec,State-owned Entity,Oil & NGL,270.96,Million bbl/yr,108.0528589,270.96
2003,Sinopec,State-owned Entity,Natural Gas,187.7,Bcf/yr,13.68152627,56.31
2004,Sinopec,State-owned Entity,Oil & NGL,274.15,Million bbl/yr,109.3249604,274.15
2004,Sinopec,State-owned Entity,Natural Gas,207,Bcf/yr,15.0883108,62.1
2005,Sinopec,State-owned Entity,Oil & NGL,278.82,Million bbl/yr,111.1872532,278.82
2005,Sinopec,State-owned Entity,Natural Gas,221.9,Bcf/yr,16.17437762,66.57
2006,Sinopec,State-owned Entity,Oil & NGL,285.19,Million bbl/yr,113.7274684,285.19
2006,Sinopec,State-owned Entity,Natural Gas,256.5,Bcf/yr,18.69638513,76.95
2007,Sinopec,State-owned Entity,Oil & NGL,291.67,Million bbl/yr,116.3115492,291.67
2007,Sinopec,State-owned Entity,Natural Gas,282.6,Bcf/yr,20.59882432,84.78
2008,Sinopec,State-owned Entity,Oil & NGL,332.02,Million bbl/yr,132.4022373,332.02
2008,Sinopec,State-owned Entity,Natural Gas,293.07,Bcf/yr,21.3619867,87.921
2009,Sinopec,State-owned Entity,Oil & NGL,327.62,Million bbl/yr,130.6476146,327.62
2009,Sinopec,State-owned Entity,Natural Gas,299.01,Bcf/yr,21.79495562,89.703
2010,Sinopec,State-owned Entity,Oil & NGL,327.85,Million bbl/yr,130.7393335,327.85
2010,Sinopec,State-owned Entity,Natural Gas,441.39,Bcf/yr,32.1730894,132.417
2011,Sinopec,State-owned Entity,Oil & NGL,321.73,Million bbl/yr,128.2988128,321.73
2011,Sinopec,State-owned Entity,Natural Gas,517.07,Bcf/yr,37.68943414,155.121
2012,Sinopec,State-owned Entity,Oil & NGL,513.46161,Million bbl/yr,204.757141,513.46161
2012,Sinopec,State-owned Entity,Natural Gas,714.0625667,Bcf/yr,52.04829923,214.21877
2013,Sinopec,State-owned Entity,Oil & NGL,565.92351,Million bbl/yr,225.6777871,565.92351
2013,Sinopec,State-owned Entity,Natural Gas,913.943582,Bcf/yr,66.61770446,274.1830746
2014,Sinopec,State-owned Entity,Oil & NGL,577.0809,Million bbl/yr,230.1271076,577.0809
2014,Sinopec,State-owned Entity,Natural Gas,995.8736094,Bcf/yr,72.58961614,298.7620828
2015,Sinopec,State-owned Entity,Oil & NGL,581.29263,Million bbl/yr,231.8066525,581.29263
2015,Sinopec,State-owned Entity,Natural Gas,1049.90505,Bcf/yr,76.52798893,314.971515
2016,Sinopec,State-owned Entity,Oil & NGL,518.33835,Million bbl/yr,206.7018771,518.33835
2016,Sinopec,State-owned Entity,Natural Gas,1126.891024,Bcf/yr,82.13952663,338.0673072
2017,Sinopec,State-owned Entity,Oil & NGL,294.66,Million bbl/yr,117.5038951,294.66
2017,Sinopec,State-owned Entity,Natural Gas,912.5,Bcf/yr,66.51248121,273.75
2018,Sinopec,State-owned Entity,Oil & NGL,288.51,Million bbl/yr,115.051411,288.51
2018,Sinopec,State-owned Entity,Natural Gas,977.32,Bcf/yr,71.23723631,293.196
2019,Sinopec,State-owned Entity,Oil & NGL,284.22,Million bbl/yr,113.3406538,284.22
2019,Sinopec,State-owned Entity,Natural Gas,1047.78,Bcf/yr,76.37309321,314.334
2020,Sinopec,State-owned Entity,Oil & NGL,280.22,Million bbl/yr,111.7455423,280.22
2020,Sinopec,State-owned Entity,Natural Gas,1072.33,Bcf/yr,78.1625523,321.699
2021,Sinopec,State-owned Entity,Oil & NGL,279.76,Million bbl/yr,111.5621044,279.76
2021,Sinopec,State-owned Entity,Natural Gas,1199.44,Bcf/yr,87.42764982,359.832
2022,Sinopec,State-owned Entity,Oil & NGL,280.86,Million bbl/yr,112.0007601,280.86
2022,Sinopec,State-owned Entity,Natural Gas,1248.75,Bcf/yr,91.02187496,374.625
1993,Slovakia,Nation State,Lignite Coal,3.547031987,Million tonnes/yr,4.750221122,3.547031987
1994,Slovakia,Nation State,Lignite Coal,3.634032772,Million tonnes/yr,4.866733453,3.634032772
1995,Slovakia,Nation State,Lignite Coal,3.759033899,Million tonnes/yr,5.034136228,3.759033899
1996,Slovakia,Nation State,Lignite Coal,3.82903453,Million tonnes/yr,5.127881781,3.82903453
1997,Slovakia,Nation State,Lignite Coal,3.915035306,Million tonnes/yr,5.24305489,3.915035306
1998,Slovakia,Nation State,Lignite Coal,3.951035631,Million tonnes/yr,5.291266889,3.951035631
1999,Slovakia,Nation State,Lignite Coal,3.7480338,Million tonnes/yr,5.019404783,3.7480338
2000,Slovakia,Nation State,Lignite Coal,3.648032898,Million tonnes/yr,4.885482564,3.648032898
2001,Slovakia,Nation State,Lignite Coal,3.424030878,Million tonnes/yr,4.585496793,3.424030878
2002,Slovakia,Nation State,Lignite Coal,3.404030698,Million tonnes/yr,4.558712349,3.404030698
2003,Slovakia,Nation State,Lignite Coal,3.097027929,Million tonnes/yr,4.147571135,3.097027929
2004,Slovakia,Nation State,Lignite Coal,2.952026622,Million tonnes/yr,3.953383917,2.952026622
2005,Slovakia,Nation State,Lignite Coal,2.511022645,Million tonnes/yr,3.362786929,2.511022645
2006,Slovakia,Nation State,Lignite Coal,2.201019849,Million tonnes/yr,2.947628049,2.201019849
2007,Slovakia,Nation State,Lignite Coal,2.111019037,Million tonnes/yr,2.827098052,2.111019037
2008,Slovakia,Nation State,Lignite Coal,2.423021851,Million tonnes/yr,3.244935376,2.423021851
2009,Slovakia,Nation State,Lignite Coal,2.573023204,Million tonnes/yr,3.445818705,2.573023204
2010,Slovakia,Nation State,Lignite Coal,2.378021445,Million tonnes/yr,3.184670378,2.378021445
2011,Slovakia,Nation State,Lignite Coal,2.376021427,Million tonnes/yr,3.181991933,2.376021427
2012,Slovakia,Nation State,Lignite Coal,2.29202067,Million tonnes/yr,3.069497269,2.29202067
2013,Slovakia,Nation State,Lignite Coal,2.35302122,Million tonnes/yr,3.151189823,2.35302122
2014,Slovakia,Nation State,Lignite Coal,2.188019732,Million tonnes/yr,2.930218161,2.188019732
2015,Slovakia,Nation State,Lignite Coal,1.939017486,Million tonnes/yr,2.596751834,1.939017486
2016,Slovakia,Nation State,Lignite Coal,1.847016657,Million tonnes/yr,2.473543392,1.847016657
2017,Slovakia,Nation State,Lignite Coal,1.834016539,Million tonnes/yr,2.456133504,1.834016539
2018,Slovakia,Nation State,Lignite Coal,1.502013545,Million tonnes/yr,2.011511736,1.502013545
2019,Slovakia,Nation State,Lignite Coal,1.465013212,Million tonnes/yr,1.961960514,1.465013212
2020,Slovakia,Nation State,Lignite Coal,0.9810088468,Million tonnes/yr,1.313776972,0.9810088468
2021,Slovakia,Nation State,Lignite Coal,1.074009685,Million tonnes/yr,1.438324636,1.074009685
2022,Slovakia,Nation State,Lignite Coal,1.074009685,Million tonnes/yr,1.438324636,1.074009685
1994,SM Energy,Investor-owned Company,Oil & NGL,0.937,Million bbl/yr,0.3736548894,0.937
1994,SM Energy,Investor-owned Company,Natural Gas,12.577,Bcf/yr,0.9167424396,3.7731
1995,SM Energy,Investor-owned Company,Oil & NGL,1.044,Million bbl/yr,0.4163241243,1.044
1995,SM Energy,Investor-owned Company,Natural Gas,12.434,Bcf/yr,0.9063191138,3.7302
1996,SM Energy,Investor-owned Company,Oil & NGL,1.186,Million bbl/yr,0.4729505857,1.186
1996,SM Energy,Investor-owned Company,Natural Gas,15.563,Bcf/yr,1.134393145,4.6689
1997,SM Energy,Investor-owned Company,Oil & NGL,1.188,Million bbl/yr,0.4737481415,1.188
1997,SM Energy,Investor-owned Company,Natural Gas,22.9,Bcf/yr,1.669189939,6.87
1998,SM Energy,Investor-owned Company,Oil & NGL,1.275,Million bbl/yr,0.5084418185,1.275
1998,SM Energy,Investor-owned Company,Natural Gas,25.44,Bcf/yr,1.854331531,7.632
1999,SM Energy,Investor-owned Company,Oil & NGL,1.383,Million bbl/yr,0.5515098314,1.383
1999,SM Energy,Investor-owned Company,Natural Gas,22.805,Bcf/yr,1.662265352,6.8415
2000,SM Energy,Investor-owned Company,Oil & NGL,2.398,Million bbl/yr,0.9562693967,2.398
2000,SM Energy,Investor-owned Company,Natural Gas,38.346,Bcf/yr,2.795054909,11.5038
2001,SM Energy,Investor-owned Company,Oil & NGL,2.434,Million bbl/yr,0.970625401,2.434
2001,SM Energy,Investor-owned Company,Natural Gas,39.491,Bcf/yr,2.878514406,11.8473
2002,SM Energy,Investor-owned Company,Oil & NGL,2.815,Million bbl/yr,1.12255978,2.815
2002,SM Energy,Investor-owned Company,Natural Gas,38.164,Bcf/yr,2.781788858,11.4492
2003,SM Energy,Investor-owned Company,Oil & NGL,4.541,Million bbl/yr,1.81085043,4.541
2003,SM Energy,Investor-owned Company,Natural Gas,49.663,Bcf/yr,3.619955457,14.8989
2004,SM Energy,Investor-owned Company,Oil & NGL,4.799,Million bbl/yr,1.913735127,4.799
2004,SM Energy,Investor-owned Company,Natural Gas,46.598,Bcf/yr,3.39654641,13.9794
2005,SM Energy,Investor-owned Company,Oil & NGL,5.927,Million bbl/yr,2.363556595,5.927
2005,SM Energy,Investor-owned Company,Natural Gas,51.808,Bcf/yr,3.776305344,15.5424
2006,SM Energy,Investor-owned Company,Oil & NGL,6.1,Million bbl/yr,2.432545171,6.1
2006,SM Energy,Investor-owned Company,Natural Gas,56.4,Bcf/yr,4.111018016,16.92
2007,SM Energy,Investor-owned Company,Oil & NGL,6.9,Million bbl/yr,2.751567488,6.9
2007,SM Energy,Investor-owned Company,Natural Gas,66.1,Bcf/yr,4.818054803,19.83
2008,SM Energy,Investor-owned Company,Oil & NGL,6.6,Million bbl/yr,2.631934119,6.6
2008,SM Energy,Investor-owned Company,Natural Gas,74.9,Bcf/yr,5.459490238,22.47
2009,SM Energy,Investor-owned Company,Oil & NGL,6.3,Million bbl/yr,2.51230075,6.3
2009,SM Energy,Investor-owned Company,Natural Gas,71.1,Bcf/yr,5.182506755,21.33
2010,SM Energy,Investor-owned Company,Oil & NGL,6.4,Million bbl/yr,2.55217854,6.4
2010,SM Energy,Investor-owned Company,Natural Gas,71.9,Bcf/yr,5.240819067,21.57
2011,SM Energy,Investor-owned Company,Oil & NGL,11.6,Million bbl/yr,4.625823604,11.6
2011,SM Energy,Investor-owned Company,Natural Gas,100.3,Bcf/yr,7.310906153,30.09
2012,SM Energy,Investor-owned Company,Oil & NGL,16.5,Million bbl/yr,6.579835298,16.5
2012,SM Energy,Investor-owned Company,Natural Gas,120,Bcf/yr,8.746846843,36
2013,SM Energy,Investor-owned Company,Oil & NGL,23.4,Million bbl/yr,9.331402787,23.4
2013,SM Energy,Investor-owned Company,Natural Gas,149.3,Bcf/yr,10.88253528,44.79
2014,SM Energy,Investor-owned Company,Oil & NGL,29.7,Million bbl/yr,11.84370354,29.7
2014,SM Energy,Investor-owned Company,Natural Gas,152.9,Bcf/yr,11.14494069,45.87
2015,SM Energy,Investor-owned Company,Oil & NGL,35.3,Million bbl/yr,14.07685976,35.3
2015,SM Energy,Investor-owned Company,Natural Gas,173.6,Bcf/yr,12.65377177,52.08
2016,SM Energy,Investor-owned Company,Oil & NGL,30.8,Million bbl/yr,12.28235922,30.8
2016,SM Energy,Investor-owned Company,Natural Gas,146.9,Bcf/yr,10.70759834,44.07
2017,SM Energy,Investor-owned Company,Oil & NGL,24,Million bbl/yr,9.570669525,24
2017,SM Energy,Investor-owned Company,Natural Gas,123,Bcf/yr,8.965518015,36.9
2018,SM Energy,Investor-owned Company,Oil & NGL,26.7,Million bbl/yr,10.64736985,26.7
2018,SM Energy,Investor-owned Company,Natural Gas,103.2,Bcf/yr,7.522288285,30.96
2019,SM Energy,Investor-owned Company,Oil & NGL,30,Million bbl/yr,11.96333691,30
2019,SM Energy,Investor-owned Company,Natural Gas,109.8,Bcf/yr,8.003364862,32.94
2020,SM Energy,Investor-owned Company,Oil & NGL,29.1,Million bbl/yr,11.6044368,29.1
2020,SM Energy,Investor-owned Company,Natural Gas,103.9,Bcf/yr,7.573311559,31.17
2021,SM Energy,Investor-owned Company,Oil & NGL,33.3,Million bbl/yr,13.27930397,33.3
2021,SM Energy,Investor-owned Company,Natural Gas,108.4,Bcf/yr,7.901318315,32.52
2022,SM Energy,Investor-owned Company,Oil & NGL,32,Million bbl/yr,12.7608927,32
2022,SM Energy,Investor-owned Company,Natural Gas,125.9,Bcf/yr,9.176900147,37.77
1959,Sonangol,State-owned Entity,Oil & NGL,0.0361,Million bbl/yr,0.01439588208,0.0361
1960,Sonangol,State-owned Entity,Oil & NGL,0.0477,Million bbl/yr,0.01902170568,0.0477
1961,Sonangol,State-owned Entity,Oil & NGL,0.0757,Million bbl/yr,0.03018748679,0.0757
1962,Sonangol,State-owned Entity,Oil & NGL,0.3404,Million bbl/yr,0.1357439961,0.3404
1963,Sonangol,State-owned Entity,Oil & NGL,0.5776,Million bbl/yr,0.2303341132,0.5776
1964,Sonangol,State-owned Entity,Oil & NGL,0.6535,Million bbl/yr,0.2606013556,0.6535
1965,Sonangol,State-owned Entity,Oil & NGL,0.4734,Million bbl/yr,0.1887814564,0.4734
1966,Sonangol,State-owned Entity,Oil & NGL,0.4549,Million bbl/yr,0.1814040653,0.4549
1967,Sonangol,State-owned Entity,Oil & NGL,0.3885,Million bbl/yr,0.1549252129,0.3885
1968,Sonangol,State-owned Entity,Oil & NGL,0.3401,Million bbl/yr,0.1356243627,0.3401
1969,Sonangol,State-owned Entity,Oil & NGL,1.7456,Million bbl/yr,0.6961066968,1.7456
1969,Sonangol,State-owned Entity,Natural Gas,0.0766,Bcf/yr,0.005583403902,0.02298
1970,Sonangol,State-owned Entity,Oil & NGL,4.088,Million bbl/yr,1.630204042,4.088
1970,Sonangol,State-owned Entity,Natural Gas,0.15,Bcf/yr,0.01093355855,0.045
1971,Sonangol,State-owned Entity,Oil & NGL,3.3945,Million bbl/yr,1.353651571,3.3945
1971,Sonangol,State-owned Entity,Natural Gas,0.17,Bcf/yr,0.01239136636,0.051
1972,Sonangol,State-owned Entity,Oil & NGL,5.11,Million bbl/yr,2.037755053,5.11
1972,Sonangol,State-owned Entity,Natural Gas,0.2,Bcf/yr,0.01457807807,0.06
1973,Sonangol,State-owned Entity,Oil & NGL,5.913,Million bbl/yr,2.357973704,5.913
1973,Sonangol,State-owned Entity,Natural Gas,0.23,Bcf/yr,0.01676478978,0.069
1974,Sonangol,State-owned Entity,Oil & NGL,6.1685,Million bbl/yr,2.459861457,6.1685
1974,Sonangol,State-owned Entity,Natural Gas,0.24,Bcf/yr,0.01749369369,0.072
1975,Sonangol,State-owned Entity,Oil & NGL,6.0225,Million bbl/yr,2.401639884,6.0225
1975,Sonangol,State-owned Entity,Natural Gas,0.23,Bcf/yr,0.01676478978,0.069
1976,Sonangol,State-owned Entity,Oil & NGL,10.0521,Million bbl/yr,4.008555297,10.0521
1976,Sonangol,State-owned Entity,Natural Gas,0.51,Bcf/yr,0.03717409908,0.153
1977,Sonangol,State-owned Entity,Oil & NGL,36.1131,Million bbl/yr,14.40110607,36.1131
1977,Sonangol,State-owned Entity,Natural Gas,1.93545,Bcf/yr,0.141075706,0.580635
1978,Sonangol,State-owned Entity,Oil & NGL,24.38565,Million bbl/yr,9.724458221,24.38565
1978,Sonangol,State-owned Entity,Natural Gas,2.8509,Bcf/yr,0.2078032139,0.85527
1979,Sonangol,State-owned Entity,Oil & NGL,27.36405,Million bbl/yr,10.91217831,27.36405
1979,Sonangol,State-owned Entity,Natural Gas,3.76635,Bcf/yr,0.2745307217,1.129905
1980,Sonangol,State-owned Entity,Oil & NGL,27.9225,Million bbl/yr,11.13487583,27.9225
1980,Sonangol,State-owned Entity,Natural Gas,4.6818,Bcf/yr,0.3412582296,1.40454
1981,Sonangol,State-owned Entity,Oil & NGL,24.1995,Million bbl/yr,9.650225715,24.1995
1981,Sonangol,State-owned Entity,Natural Gas,4.488,Bcf/yr,0.3271320719,1.3464
1982,Sonangol,State-owned Entity,Oil & NGL,22.7103,Million bbl/yr,9.056365671,22.7103
1982,Sonangol,State-owned Entity,Natural Gas,5.1,Bcf/yr,0.3717409908,1.53
